TASK_VEHICLE_ID,TASK_VEHICLETYPE_ID,VEHICLE_ID,TASK_ID,VIN,VIN_PATAC_ID,RMU_CODE,STATE,EXTRA1,EXTRA2,EXTRA3,IS_DEL,UPDATE_TIME
27553,6592,318801560,5464,LSGMJ5P54SV001109,NS26OV651,6381937,0,,,,0,
27554,6592,318801554,5464,LSGMJ5P55SV001104,NS26OV652,273754422,0,,,,0,
27555,6592,318801555,5464,LSGMJ5P50SV001107,NS26OV653,273754265,0,,,,0,
27556,6592,318801556,5464,LSGMJ5P52SV001111,NS26OV654,273753692,0,,,,0,
27557,6592,318801557,5464,LSGMJ5P54SV001112,NS26OV655,273754416,0,,,,0,
27558,6592,318801558,5464,LSGMJ5P57SV001105,NS26OV656,6382000,0,,,,0,
27559,6592,318801553,5464,LSGMJ5P56SV001113,NS26OV657,6377665,0,,,,0,
27560,6592,318801559,5464,LSGMJ5P50SV001110,NS26OV658,6382356,0,,,,0,
27561,6592,318801652,5464,LSGMJ5P52SV003540,NS26PV604,,0,,,,0,
27562,6592,318801697,5464,LSGMJ5P5XSV003544,NS26PV609,273753452,0,,,,0,
27563,6592,318801955,5464,LSGMJ5P57SV005381,NS26SV601,6382162,0,,,,0,
27564,6592,318801920,5464,LSGMJ5P52SV005403,NS26SV602,6382216,0,,,,0,
27565,6592,318801957,5464,LSGMJ5P59SV005379,NS26SV603,6381788,0,,,,0,
27566,6592,318801956,5464,LSGMJ5P50SV005383,NS26SV604,6382308,0,,,,0,
27567,6592,318801943,5464,LSGMJ5P51SV005375,NS26SV605,,0,,,,0,
27568,6592,318801917,5464,LSGMJ5P54SV005371,NS26SV608,6381852,0,,,,0,
27569,6592,318801921,5464,LSGMJ5P53SV005667,NS26SV609,6382132,0,,,,0,
27570,6592,318801918,5464,LSGMJ5P56SV005372,NS26SV610,6382202,0,,,,0,
27571,6592,318801919,5464,LSGMJ5P58SV005373,NS26SV611,6381776,0,,,,0,
27572,6592,318801964,5464,LSGMJ5P52SV005630,NS26SV694,6381882,0,,,,0,
27573,6592,318801965,5464,LSGMJ5P50SV005755,NS26SV695,6381783,0,,,,0,
27574,6592,318801967,5464,LSGMJ5P55SV006206,NS26SV697,6381922,0,,,,0,
27575,6592,318801968,5464,LSGMJ5P59SV005995,NS26SV698,6381982,0,,,,0,
27576,6592,318801969,5464,LSGMJ5P52SV005997,NS26SV699,6382171,0,,,,0,
27577,6592,318801971,5464,LSGMJ5P57SV006207,TYG004,6381912,0,,,,0,
28697,6629,318802154,5504,LSGCF8NT1SS128580,VS26PV001,6382036,3,,,,0,
29263,6742,318801871,5621,LSGCF8NT8SS106737,VS26OV033,273753180,0,,,,0,
29264,6742,318801936,5621,LSGCF8NT4SS106749,VS26OV034,273754406,0,,,,0,
29265,6742,318801951,5621,LSGCF8NT2SS106748,VS26OV035,273754411,0,,,,0,
29266,6742,318801901,5621,LSGCF8NTXSS106738,VS26OV036,273754419,0,,,,0,
29267,6742,318801978,5621,LSGCF8NT2SS106751,VS26OV037,273753511,0,,,,0,
29268,6742,318801870,5621,LSGCF8NT4SS106735,VS26OV038,273752411,0,,,,0,
29184,6742,318802054,5621,LSGCF8NT2SS106765,,6382277,0,,,,0,
29185,6742,318801659,5621,LSGCF8NT3T0990180,VS26IV006,,0,,,,0,
29186,6742,318801705,5621,LSGCF8NT7T0990182,VS26IV007,6377664,0,,,,0,
29187,6742,318801632,5621,LSGCF8NT9T0990183,VS26IV008,6382149,0,,,,0,
29188,6742,318801724,5621,LSGCF8NT2T0990185,VS26IV012,,0,,,,0,
29189,6742,318801610,5621,LSGCF8NT4T0990186,VS26IV013,,0,,,,0,
29190,6742,318801647,5621,LSGCF8NT4T0990172,VS26IV014,6381710,0,,,,0,
29191,6742,318801740,5621,LSGCF8NT8T0990191,VS26IV015,6381900,0,,,,0,
29192,6742,318801592,5621,LSGCF8NT7T0990151,VS26IV017,273754133,0,,,,0,
29193,6742,318801586,5621,LSGCF8NT9T0990152,VS26IV018,6377668,0,,,,0,
29194,6742,318801609,5621,LSGCF8NTXT0990158,VS26IV019,6382008,0,,,,0,
29195,6742,318801688,5621,LSGCF8NTXT0990175,VS26IV020,6381973,0,,,,0,
29196,6742,318801642,5621,LSGCF8NT7T0990165,VS26IV021,6381869,0,,,,0,
29197,6742,318801641,5621,LSGCF8NTXT0990161,VS26IV022,6377772,0,,,,0,
29198,6742,318801630,5621,LSGCF8NT0T0990153,VS26IV023,6382051,0,,,,0,
29199,6742,318801611,5621,LSGCF8NT1T0990162,VS26IV025,6382288,0,,,,0,
29200,6742,318801518,5621,LSGCF8NT6T0990142,VS26IV029,6381938,0,,,,0,
29201,6742,318801599,5621,LSGCF8NTXT0990144,VS26IV030,273754412,0,,,,0,
29202,6742,318801563,5621,LSGCF8NT5T0990147,VS26IV031,6377713,0,,,,0,
29203,6742,318801578,5621,LSGCF8NT7T0990148,VS26IV032,6377632,0,,,,0,
29204,6742,318801589,5621,LSGCF8NT8T0990157,VS26IV033,6377630,0,,,,0,
29205,6742,318801666,5621,LSGCF8NT2T0990168,VS26IV034,6377691,0,,,,0,
29206,6742,318801907,5621,LSGCF8NT0T0990170,VS26IV035,273752162,0,,,,0,
29207,6742,318801608,5621,LSGCF8NT2T0990154,VS26IV036,6382208,0,,,,0,
29208,6742,318801648,5621,LSGCF8NT6T0990173,VS26IV037,,0,,,,0,
29209,6742,318801643,5621,LSGCF8NT3T0990163,VS26IV038,6377730,0,,,,0,
29210,6742,318801644,5621,LSGCF8NT2T0990171,VS26IV039,6381921,0,,,,0,
29211,6742,318801645,5621,LSGCF8NT4T0990169,VS26IV040,6382159,0,,,,0,
29212,6742,318801649,5621,LSGCF8NT3T0990177,VS26IV041,6382168,0,,,,0,
29213,6742,318801665,5621,LSGCF8NT5T0990181,VS26IV046,6382359,0,,,,0,
29214,6742,318801595,5621,LSGCF8NT7T0990179,VS26IV048,6381800,0,,,,0,
29215,6742,318801564,5621,LSGCF8NT1T0990145,VS26IV050,6377721,0,,,,0,
29216,6742,318801565,5621,LSGCF8NT8T0990143,VS26IV052,6381976,0,,,,0,
29217,6742,318801607,5621,LSGCF8NT5T0990164,VS26IV053,6381992,0,,,,0,
29218,6742,318801650,5621,LSGCF8NT9T0990166,VS26IV054,6382301,0,,,,0,
29219,6742,318801691,5621,LSGCF8NT1T0990176,VS26IV055,6377779,0,,,,0,
29220,6742,318801732,5621,LSGCF8NT0T0990184,VS26IV056,6377602,0,,,,0,
29221,6742,318801594,5621,LSGCF8NT4T0990155,VS26IV057,6377738,0,,,,0,
29222,6742,318801681,5621,LSGCF8NT8T0990174,VS26IV058,6377593,0,,,,0,
29223,6742,318801716,5621,LSGCF8NTXT0990189,VS26IV059,273754016,0,,,,0,
29224,6742,318801682,5621,LSGCF8NT6T0990187,VS26IV060,6377603,0,,,,0,
29225,6742,318801579,5621,LSGCF8NT5T0990150,VS26IV061,6381834,0,,,,0,
29226,6742,318801729,5621,LSGCF8NT1T0990193,VS26IV062,6382184,0,,,,0,
29227,6742,318801944,5621,LSGCF8NT3SS107391,VS26IV201,6377684,0,,,,0,
29228,6742,318801974,5621,LSGCF8NT5SS107392,VS26IV202,6377641,0,,,,0,
29229,6742,318801981,5621,LSGCF8NT7SS107393,VS26IV203,6377599,0,,,,0,
29230,6742,318801973,5621,LSGCF8NT9SS107394,VS26IV204,6377784,0,,,,0,
29231,6742,318801980,5621,LSGCF8NT0SS107395,VS26IV205,6377761,0,,,,0,
29232,6742,318801962,5621,LSGCF8NT2SS107396,VS26IV206,6377751,0,,,,0,
29233,6742,318801843,5621,LSGCF8NT4SS106721,VS26OV001,273754418,0,,,,0,
29234,6742,318802037,5621,LSGCF8NT6SS106770,VS26OV002,273753884,0,,,,0,
29235,6742,318801846,5621,LSGCF8NT6SS106719,VS26OV003,6377695,0,,,,0,
29236,6742,318802058,5621,LSGCF8NT8SS106771,VS26OV004,273753656,0,,,,0,
29237,6742,318801886,5621,LSGCF8NT3SS106726,VS26OV006,273752500,0,,,,0,
29238,6742,318801844,5621,LSGCF8NT6SS106722,VS26OV007,273754405,0,,,,0,
29239,6742,318801845,5621,LSGCF8NT8SS106723,VS26OV008,273754202,0,,,,0,
29240,6742,318801998,5621,LSGCF8NT8SS106768,VS26OV009,273754006,0,,,,0,
29241,6742,318802014,5621,LSGCF8NTXSS106769,VS26OV010,6377828,0,,,,0,
29242,6742,318801842,5621,LSGCF8NT2SS106720,VS26OV011,273754218,0,,,,0,
29243,6742,318802059,5621,LSGCF8NTXSS106772,VS26OV012,,0,,,,0,
29244,6742,318801925,5621,LSGCF8NT9SS106732,VS26OV013,273752913,0,,,,0,
29245,6742,318801847,5621,LSGCF8NT5SS106727,VS26OV014,273753754,0,,,,0,
29246,6742,318801977,5621,LSGCF8NT0SS106747,VS26OV015,273754151,0,,,,0,
29247,6742,318801612,5621,LSGCF8NT7SS106731,VS26OV016,6382020,0,,,,0,
29248,6742,318801868,5621,LSGCF8NT2SS106734,VS26OV017,273754420,0,,,,0,
29249,6742,318801867,5621,LSGCF8NT0SS106733,VS26OV018,6377768,0,,,,0,
29250,6742,318801899,5621,LSGCF8NT1SS106725,VS26OV019,6382074,0,,,,0,
29251,6742,318801908,5621,LSGCF8NT7SS106745,VS26OV020,6381873,0,,,,0,
29252,6742,318801990,5621,LSGCF8NT8SS106754,VS26OV021,6382013,0,,,,0,
29253,6742,318801909,5621,LSGCF8NT1SS106739,VS26OV022,6381723,0,,,,0,
29254,6742,318801866,5621,LSGCF8NT5SS106730,VS26OV023,6381759,0,,,,0,
29255,6742,318801900,5621,LSGCF8NT7SS106728,VS26OV024,273754414,0,,,,0,
29256,6742,318801848,5621,LSGCF8NT9SS106729,VS26OV025,273754206,0,,,,0,
29257,6742,318801887,5621,LSGCF8NTXSS106724,VS26OV026,273754021,0,,,,0,
29258,6742,318801976,5621,LSGCF8NT3SS106743,VS26OV027,273753854,0,,,,0,
29259,6742,318801991,5621,LSGCF8NT6SS106753,VS26OV028,273754024,0,,,,0,
29260,6742,318801999,5621,LSGCF8NTXSS106755,VS26OV029,273753772,0,,,,0,
29261,6742,318802001,5621,LSGCF8NT1SS106756,VS26OV030,273753638,0,,,,0,
29262,6742,318802019,5621,LSGCF8NT7SS106762,VS26OV032,273753299,0,,,,0,
28857,6645,318802120,5523,LSGCF8N53SS120109,VS26OV212,273753246,3,,,,0,
28604,6626,318802154,5503,LSGCF8NT1SS128580,VS26PV001,6382036,3,,,,0,
30821,6757,318801953,5628,LSGCF8NT4SS106752,VS26OV041,273753418,0,,,,0,
30822,6757,318801985,5628,LSGCF8NT9SS106763,VS26OV042,273752185,0,,,,0,
30823,6757,318801869,5628,LSGCF8NT2SS106717,VS26OV043,273752344,0,,,,0,
30824,6757,318801979,5628,LSGCF8NT7SS106759,VS26OV045,273753842,0,,,,0,
30825,6757,318801954,5628,LSGCF8NT3SS106757,VS26OV046,273753954,0,,,,0,
30826,6757,318801952,5628,LSGCF8NT0SS106750,VS26OV048,273754415,0,,,,0,
30827,6757,318802002,5628,LSGCF8NT5SS106761,VS26OV050,273752919,0,,,,0,
30828,6757,318801986,5628,LSGCF8NT0SS106764,VS26OV051,273753155,0,,,,0,
30829,6757,318802000,5628,LSGCF8NT6SS106767,VS26OV099,273754223,0,,,,0,
30830,6757,318802054,5628,LSGCF8NT2SS106765,,6382277,0,,,,0,
30831,6757,318802037,5628,LSGCF8NT6SS106770,VS26OV002,273753884,0,,,,0,
30775,6757,318801594,5628,LSGCF8NT4T0990155,VS26IV057,6377738,0,,,,0,
30776,6757,318801681,5628,LSGCF8NT8T0990174,VS26IV058,6377593,0,,,,0,
30777,6757,318801716,5628,LSGCF8NTXT0990189,VS26IV059,273754016,0,,,,0,
30778,6757,318801682,5628,LSGCF8NT6T0990187,VS26IV060,6377603,0,,,,0,
30779,6757,318801579,5628,LSGCF8NT5T0990150,VS26IV061,6381834,0,,,,0,
29269,6742,318802051,5621,LSGCF8NT3SS106760,VS26OV039,,0,,,,0,
29270,6742,318801963,5621,LSGCF8NT4SS106718,VS26OV040,273752574,0,,,,0,
29271,6742,318801953,5621,LSGCF8NT4SS106752,VS26OV041,273753418,0,,,,0,
29272,6742,318801985,5621,LSGCF8NT9SS106763,VS26OV042,273752185,0,,,,0,
29273,6742,318801869,5621,LSGCF8NT2SS106717,VS26OV043,273752344,0,,,,0,
29274,6742,318802052,5621,LSGCF8NT5SS106758,VS26OV044,273753019,0,,,,0,
29275,6742,318801979,5621,LSGCF8NT7SS106759,VS26OV045,273753842,0,,,,0,
29276,6742,318801954,5621,LSGCF8NT3SS106757,VS26OV046,273753954,0,,,,0,
29277,6742,318801952,5621,LSGCF8NT0SS106750,VS26OV048,273754415,0,,,,0,
29278,6742,318802002,5621,LSGCF8NT5SS106761,VS26OV050,273752919,0,,,,0,
29279,6742,318801986,5621,LSGCF8NT0SS106764,VS26OV051,273753155,0,,,,0,
29280,6742,318802000,5621,LSGCF8NT6SS106767,VS26OV099,273754223,0,,,,0,
29281,6742,318802077,5621,LSGCF8N50SS120102,VS26OV201,6381810,0,,,,0,
29282,6742,318802078,5621,LSGCF8N52SS120103,VS26OV202,6381927,0,,,,0,
29283,6742,318802062,5621,LSGCF8N59SS120101,VS26OV216,273754106,0,,,,0,
29284,6742,318802061,5621,LSGCF8N57SS120100,VS26OV227,273754071,0,,,,0,
29285,6742,318802079,5621,LSGCF8N56SS120105,VS26OV228,273752355,0,,,,0,
29286,6742,318802091,5621,LSGCF8N58SS120106,VS26OV229,273752281,0,,,,0,
29287,6742,318802190,5621,LSGCF8NT8SS106768_E,VS26OV009_E,6381812,0,,,,0,
29288,6742,318802189,5621,LSGCF8NT2SS106720_E,VS26OV011_E,6377757,0,,,,0,
29289,6742,318802118,5621,LSGCF8N54SS120104,VS26OV203,6381833,0,,,,0,
29290,6742,318802178,5621,LSGCF8N51SS132470,VS26OV207,273753432,0,,,,0,
29291,6742,318802179,5621,LSGCF8N53SS132471,VS26OV208,273752413,0,,,,0,
29292,6742,318802131,5621,LSGCF8N53SS120112,VS26OV210,273753515,0,,,,0,
29293,6742,318802121,5621,LSGCF8N51SS120111,VS26OV211,273754053,0,,,,0,
29294,6742,318802120,5621,LSGCF8N53SS120109,VS26OV212,273753246,0,,,,0,
29295,6742,318802136,5621,LSGCF8N5XSS120110,VS26OV213,273752396,0,,,,0,
29296,6742,318802130,5621,LSGCF8N5XSS120107,VS26OV214,273752991,0,,,,0,
29297,6742,318802119,5621,LSGCF8N51SS120108,VS26OV215,273754184,0,,,,0,
29298,6742,318802155,5621,LSGCF8N54SS132477,VS26OV217,273752988,0,,,,0,
29299,6742,318802168,5621,LSGCF8N56SS132478,VS26OV218,273753201,0,,,,0,
29300,6742,318802122,5621,LSGCF8N55SS120113,VS26OV219,273754153,0,,,,0,
29301,6742,318802169,5621,LSGCF8N58SS132479,VS26OV220,273752285,0,,,,0,
29302,6742,318802170,5621,LSGCF8N54SS132480,VS26OV221,273753257,0,,,,0,
29303,6742,318802123,5621,LSGCF8N57SS120114,VS26OV222,273753890,0,,,,0,
29304,6742,318802164,5621,LSGCF8N56SS132481,VS26OV223,273753076,0,,,,0,
29305,6742,318802146,5621,LSGCF8N50SS120116,VS26OV224,273753897,0,,,,0,
29306,6742,318802152,5621,LSGCF8N57SS132473,VS26OV225,273753409,0,,,,0,
29307,6742,318802153,5621,LSGCF8N59SS132474,VS26OV226,273754004,0,,,,0,
29308,6742,318802151,5621,LSGCF8N55SS132472,VS26OV230,273754211,0,,,,0,
29309,6742,318802145,5621,LSGCF8N59SS120115,VS26OV231,273754023,0,,,,0,
29310,6742,318802183,5621,LSGCF8N50SS132475,VS26OV232,273753717,0,,,,0,
29311,6742,318802182,5621,LSGCF8N57SS132487,VS26OV233,273754262,0,,,,0,
29312,6742,318802165,5621,LSGCF8N52SS137189,VS26OV898,273753140,0,,,,0,
29313,6742,318802187,5621,LSGCF8N50SS137188,VS26OV899,273752377,0,,,,0,
29314,6742,318802135,5621,LSGCF8NT9SS128584,VS26OV993,273752733,0,,,,0,
29315,6742,318802125,5621,LSGCF8NT0SS128585,VS26OV994,,0,,,,0,
29316,6742,318802126,5621,LSGCF8NT2SS128586,VS26OV995,273754082,0,,,,0,
29317,6742,318802127,5621,LSGCF8NT4SS128587,VS26OV996,273754088,0,,,,0,
29318,6742,318802154,5621,LSGCF8NT1SS128580,VS26PV001,6382036,0,,,,0,
29319,6742,318802150,5621,LSGCF8NT3SS128581,VS26PV002,6382297,0,,,,0,
29320,6742,318802158,5621,LSGCF8NT5SS128582,VS26PV003,6382287,0,,,,0,
30780,6757,318801729,5628,LSGCF8NT1T0990193,VS26IV062,6382184,0,,,,0,
30781,6757,318801944,5628,LSGCF8NT3SS107391,VS26IV201,6377684,0,,,,0,
30782,6757,318801974,5628,LSGCF8NT5SS107392,VS26IV202,6377641,0,,,,0,
30783,6757,318801981,5628,LSGCF8NT7SS107393,VS26IV203,6377599,0,,,,0,
30784,6757,318801973,5628,LSGCF8NT9SS107394,VS26IV204,6377784,0,,,,0,
30785,6757,318801980,5628,LSGCF8NT0SS107395,VS26IV205,6377761,0,,,,0,
30786,6757,318801962,5628,LSGCF8NT2SS107396,VS26IV206,6377751,0,,,,0,
30787,6757,318801843,5628,LSGCF8NT4SS106721,VS26OV001,273754418,0,,,,0,
30788,6757,318801846,5628,LSGCF8NT6SS106719,VS26OV003,6377695,0,,,,0,
30789,6757,318801886,5628,LSGCF8NT3SS106726,VS26OV006,273752500,0,,,,0,
30790,6757,318801844,5628,LSGCF8NT6SS106722,VS26OV007,273754405,0,,,,0,
30791,6757,318801845,5628,LSGCF8NT8SS106723,VS26OV008,273754202,0,,,,0,
30792,6757,318801998,5628,LSGCF8NT8SS106768,VS26OV009,273754006,0,,,,0,
30793,6757,318802014,5628,LSGCF8NTXSS106769,VS26OV010,6377828,0,,,,0,
30794,6757,318801842,5628,LSGCF8NT2SS106720,VS26OV011,273754218,0,,,,0,
30795,6757,318801925,5628,LSGCF8NT9SS106732,VS26OV013,273752913,0,,,,0,
30796,6757,318801847,5628,LSGCF8NT5SS106727,VS26OV014,273753754,0,,,,0,
30797,6757,318801977,5628,LSGCF8NT0SS106747,VS26OV015,273754151,0,,,,0,
30798,6757,318801612,5628,LSGCF8NT7SS106731,VS26OV016,6382020,0,,,,0,
30799,6757,318801868,5628,LSGCF8NT2SS106734,VS26OV017,273754420,0,,,,0,
30800,6757,318801867,5628,LSGCF8NT0SS106733,VS26OV018,6377768,0,,,,0,
30801,6757,318801899,5628,LSGCF8NT1SS106725,VS26OV019,6382074,0,,,,0,
30802,6757,318801908,5628,LSGCF8NT7SS106745,VS26OV020,6381873,0,,,,0,
30803,6757,318801990,5628,LSGCF8NT8SS106754,VS26OV021,6382013,0,,,,0,
30804,6757,318801909,5628,LSGCF8NT1SS106739,VS26OV022,6381723,0,,,,0,
30805,6757,318801866,5628,LSGCF8NT5SS106730,VS26OV023,6381759,0,,,,0,
30806,6757,318801900,5628,LSGCF8NT7SS106728,VS26OV024,273754414,0,,,,0,
30807,6757,318801848,5628,LSGCF8NT9SS106729,VS26OV025,273754206,0,,,,0,
30808,6757,318801887,5628,LSGCF8NTXSS106724,VS26OV026,273754021,0,,,,0,
30809,6757,318801976,5628,LSGCF8NT3SS106743,VS26OV027,273753854,0,,,,0,
30810,6757,318801991,5628,LSGCF8NT6SS106753,VS26OV028,273754024,0,,,,0,
30811,6757,318801999,5628,LSGCF8NTXSS106755,VS26OV029,273753772,0,,,,0,
30812,6757,318802001,5628,LSGCF8NT1SS106756,VS26OV030,273753638,0,,,,0,
30813,6757,318802019,5628,LSGCF8NT7SS106762,VS26OV032,273753299,0,,,,0,
30814,6757,318801871,5628,LSGCF8NT8SS106737,VS26OV033,273753180,0,,,,0,
30815,6757,318801936,5628,LSGCF8NT4SS106749,VS26OV034,273754406,0,,,,0,
30816,6757,318801951,5628,LSGCF8NT2SS106748,VS26OV035,273754411,0,,,,0,
30817,6757,318801901,5628,LSGCF8NTXSS106738,VS26OV036,273754419,0,,,,0,
30818,6757,318801978,5628,LSGCF8NT2SS106751,VS26OV037,273753511,0,,,,0,
30819,6757,318801870,5628,LSGCF8NT4SS106735,VS26OV038,273752411,0,,,,0,
30820,6757,318801963,5628,LSGCF8NT4SS106718,VS26OV040,273752574,0,,,,0,
27681,6594,318801994,5465,LSGMJ5P57SV005607,,6381744,0,,,,0,
27682,6594,318801995,5465,LSGMJ5P59SV005608,,6382231,0,,,,0,
27683,6594,318801996,5465,LSGMJ5P50SV005609,,6381765,0,,,,0,
27684,6594,318801997,5465,LSGMJ5P57SV005610,,6377854,0,,,,0,
27685,6594,318802021,5465,LSGMJ5P51SV007644,,6377810,0,,,,0,
27686,6594,318802042,5465,LSGMJ5P57SV007650,,6382225,0,,,,0,
27687,6594,318801520,5465,LSGMJ5P5XSV001065,CTF,,0,,,,0,
27688,6594,318801822,5465,LSGMJ5P53SV005359,CTF,,0,,,,0,
27689,6594,318801823,5465,LSGMJ5P57SV005364,CTF,,0,,,,0,
27690,6594,318801888,5465,LSGMJ5P53SV005376,CTF,6377815,0,,,,0,
27691,6594,318801889,5465,LSGMJ5P55SV005377,CTF,,0,,,,0,
27692,6594,318801890,5465,LSGMJ5P55SV005380,CTF,,0,,,,0,
27693,6594,318801891,5465,LSGMJ5P52SV005398,CTF,,0,,,,0,
27694,6594,318801892,5465,LSGMJ5P53SV005409,CTF,6381745,0,,,,0,
27695,6594,318801893,5465,LSGMJ5P50SV005416,CTF,,0,,,,0,
27696,6594,318801894,5465,LSGMJ5P52SV005417,CTF,,0,,,,0,
27697,6594,318801895,5465,LSGMJ5P54SV005421,CTF,6377858,0,,,,0,
27698,6594,318801896,5465,LSGMJ5P56SV005422,CTF,6382232,0,,,,0,
27699,6594,318801903,5465,LSGMJ5P52SV005384,CTF,,0,,,,0,
27700,6594,318801904,5465,LSGMJ5P59SV005382,CTF,6382278,0,,,,0,
27701,6594,318801910,5465,LSGMJ5P5XSV005374,CTF,6377882,0,,,,0,
27702,6594,318801911,5465,LSGMJ5P57SV005378,CTF,,0,,,,0,
27703,6594,318801912,5465,LSGMJ5P54SV005385,CTF,,0,,,,0,
27704,6594,318801913,5465,LSGMJ5P56SV005386,CTF,,0,,,,0,
27705,6594,318801914,5465,LSGMJ5P50SV005402,CTF,,0,,,,0,
27706,6594,318801915,5465,LSGMJ5P59SV005396,CTF,,0,,,,0,
27707,6594,318801916,5465,LSGMJ5P53SV005605,CTF,6377823,0,,,,0,
27708,6594,318801357,5465,LSGMJ5P58T0990112,NS26IV601,6381929,0,,,,0,
27709,6594,318801359,5465,LSGMJ5P5XT0990113,NS26IV602,6377702,0,,,,0,
27710,6594,318801358,5465,LSGMJ5P51T0990114,NS26IV603,6382349,0,,,,0,
27711,6594,318801348,5465,LSGMJ5P56T0990111,NS26IV604,6381777,0,,,,0,
27712,6594,318801378,5465,LSGMJ5P53T0990129,NS26IV605,6377754,0,,,,0,
27713,6594,318801364,5465,LSGMJ5P53T0990115,NS26IV606,6382030,0,,,,0,
27714,6594,318801379,5465,LSGMJ5P51T0990131,NS26IV607,6377644,0,,,,0,
27715,6594,318801356,5465,LSGMJ5P55T0990116,NS26IV608,,0,,,,0,
27716,6594,318801388,5465,LSGMJ5P53T0990132,NS26IV609,6377732,0,,,,0,
27717,6594,318801347,5465,LSGMJ5P58T0990109,NS26IV610,6382060,0,,,,0,
27718,6594,318801346,5465,LSGMJ5P54T0990110,NS26IV611,6381915,0,,,,0,
27719,6594,318801367,5465,LSGMJ5P56T0990125,NS26IV612,6381720,0,,,,0,
27720,6594,318801366,5465,LSGMJ5P57T0990117,NS26IV613,6377646,0,,,,0,
27721,6594,318801386,5465,LSGMJ5P57T0990120,NS26IV614,,0,,,,0,
27722,6594,318801368,5465,LSGMJ5P50T0990119,NS26IV615,6377737,0,,,,0,
27723,6594,318801369,5465,LSGMJ5P59T0990118,NS26IV616,6382318,0,,,,0,
27724,6594,318801392,5465,LSGMJ5P50T0990136,NS26IV625,6377701,0,,,,0,
27725,6594,318801381,5465,LSGMJ5P50T0990122,NS26IV626,6377706,0,,,,0,
27726,6594,318801398,5465,LSGMJ5P56T0990139,NS26IV629,6381779,0,,,,0,
27727,6594,318801404,5465,LSGMJ5P52T0990140,NS26IV630,,0,,,,0,
27728,6594,318801389,5465,LSGMJ5P55T0990133,NS26IV631,6377734,0,,,,0,
27729,6594,318801383,5465,LSGMJ5P5XT0990127,NS26IV632,6377677,0,,,,0,
27730,6594,318801775,5465,LSGMJ5P57SV003789,NS26NV607,273754407,0,,,,0,
27731,6594,318801824,5465,LSGMJ5P58SV003784,NS26NV608,273754029,0,,,,0,
27732,6594,318801770,5465,LSGMJ5P56SV003802,NS26NV613,6382071,0,,,,0,
27733,6594,318801807,5465,LSGMJ5P57SV003811,NS26NV614,6377636,0,,,,0,
27734,6594,318801808,5465,LSGMJ5P57SV003808,NS26NV615,273753941,0,,,,0,
27735,6594,318801771,5465,LSGMJ5P5XSV003804,NS26NV617,6381773,0,,,,0,
27736,6594,318801464,5465,LSGMJ5P56SV001063,NS26OV601,6381828,0,,,,0,
27737,6594,318801448,5465,LSGMJ5P59SV001056,NS26OV602,273754032,0,,,,0,
27738,6594,318801481,5465,LSGMJ5P53SV001067,NS26OV603,6377634,0,,,,0,
27739,6594,318801479,5465,LSGMJ5P51SV001066,NS26OV604,,0,,,,0,
27740,6594,318801480,5465,LSGMJ5P57SV001069,NS26OV606,6382327,0,,,,0,
27741,6594,318801478,5465,LSGMJ5P53SV001070,NS26OV607,6381898,0,,,,0,
27742,6594,318801449,5465,LSGMJ5P55SV001054,NS26OV608,273753592,0,,,,0,
27743,6594,318801450,5465,LSGMJ5P57SV001055,NS26OV609,6377719,0,,,,0,
27744,6594,318801465,5465,LSGMJ5P58SV001064,NS26OV610,273754028,0,,,,0,
27745,6594,318801482,5465,LSGMJ5P55SV001071,NS26OV611,273754138,0,,,,0,
27746,6594,318801451,5465,LSGMJ5P52SV001058,NS26OV612,273752973,0,,,,0,
27747,6594,318801452,5465,LSGMJ5P54SV001059,NS26OV613,273752909,0,,,,0,
27748,6594,318801453,5465,LSGMJ5P50SV001060,NS26OV614,6382314,0,,,,0,
27749,6594,318801454,5465,LSGMJ5P52SV001061,NS26OV615,273752650,0,,,,0,
27750,6594,318801507,5465,LSGMJ5P54SV001076,NS26OV616,6377846,0,,,,0,
27751,6594,318801517,5465,LSGMJ5P51SV001083,NS26OV617,273752317,0,,,,0,
27752,6594,318801485,5465,LSGMJ5P56SV001077,NS26OV618,6381729,0,,,,0,
27753,6594,318801471,5465,LSGMJ5P53SV001103,NS26OV619,6381936,0,,,,0,
27754,6594,318801472,5465,LSGMJ5P50SV001091,NS26OV620,,0,,,,0,
27755,6594,318801550,5465,LSGMJ5P56SV001094,NS26OV626,273753072,0,,,,0,
27756,6594,318801538,5465,LSGMJ5P58SV001095,NS26OV627,273754212,0,,,,0,
27757,6594,318801539,5465,LSGMJ5P51SV001097,NS26OV628,273753038,0,,,,0,
27758,6594,318801551,5465,LSGMJ5P53SV001098,NS26OV629,273752923,0,,,,0,
27759,6594,318801552,5465,LSGMJ5P5XSV001101,NS26OV630,273754093,0,,,,0,
27760,6594,318801527,5465,LSGMJ5P55SV001085,NS26OV633,273754022,0,,,,0,
27761,6594,318801528,5465,LSGMJ5P57SV001086,NS26OV634,273754073,0,,,,0,
27762,6594,318801533,5465,LSGMJ5P59SV001087,NS26OV635,273753221,0,,,,0,
27763,6594,318801529,5465,LSGMJ5P50SV001088,NS26OV636,273754210,0,,,,0,
27764,6594,318801534,5465,LSGMJ5P59SV001090,NS26OV637,273753781,0,,,,0,
