TASK_RULE_ID,TASK_ID,RULE_NAME,RULE_DESCRIPTION,RULE_MODE,START_EXPRESSION,START_EXPRESSION_CONVERT,START_EXPRESSION_ID,START_EXPRESSION_PARAM,END_EXPRESSION,END_EXPRESSION_CONVERT,END_EXPRESSION_ID,END_EXPRESSION_PARAM,JUDGE_EXPRESSION,JUDGE_EXPRESSION_CONVERT,JUDGE_EXPRESSION_ID,JUDGE_EXPRESSION_PARAM,RULE_TYPE,RULE_END_TIME,RBF_BEFORE_TIME,RBF_AFTER_TIME,RULE_SIGNALS,OTHER_SIGNALS
2750,726,InvC_Flt,行驶过程中InverterC报故障,1,(PrplsnSysAtv == 1)&&(VehSpdAvgDrvn_1 > 1),(PrplsnSysAtv == 1)&&(VehSpdAvgDrvn_1 > 1),,,,,,,(DrvMtrInvrtUntCSecFltSts != 0)||(DrvMtrInvrtUntCPriFltSts != 0),(DrvMtrInvrtUntCSecFltSts != 0)||(DrvMtrInvrtUntCPriFltSts != 0),,,1,,60.000,60.000,"160281,160366,163799,164686",
2751,726,电机C控制模式异常,电机C控制模式与电机实际执行模式C不相符,1,(PrplsnSysAtv == 1)&&(HVBatCntctrStsPriAuth == 2)&&(TrnsShftLvrPos_ECP_H1 != 1),(PrplsnSysAtv == 1)&&(HVBatCntctrStsPriAuth == 2)&&(TrnsShftLvrPos_ECP_H1 != 1),,,,,,,"Debounce((MtrCCntrlModeAchvd != MtrCMCmd),1)","Debounce(9,(MtrCCntrlModeAchvd != MtrCMCmd),1)",,,1,,60.000,60.000,"170015,160281,160965,160341,163823","160134,159857,160366,166625,166630,170000,170015,163792,163786,163823,167073"
3364,723,前轴的状态,前轴的状态,1,PrplsnSysAtv==1,PrplsnSysAtv==1,,,,,,,range_max_min(PrplSysMtrBSpdAuth_Public/87.63 - VehSpdAvgDrvn_1),range_max_min(PrplSysMtrBSpdAuth_Public/87.63 - VehSpdAvgDrvn_1),,,0,,,,"160281,160366,166630",
3365,723,离合器滑摩状态,离合器滑摩状态,1,PrplsnSysAtv == 1 &&TransEstGear_ECP_H1 == 2 &&AutoTransComndGear_ECP_H1 == 2 ,PrplsnSysAtv == 1 &&TransEstGear_ECP_H1 == 2 &&AutoTransComndGear_ECP_H1 == 2 ,,,,,,,range_max_min(abs(EngSpd - PrplSysMtrBSpdAuth_Public*0.272)),range_max_min(abs(EngSpd - PrplSysMtrBSpdAuth_Public*0.272)),,,0,,,,"160281,160339,160340,160130,166630","160134,162178,159857,162181,160366,166625,166630,167073,163792,163786,168368,163789,163785,163817"
2697,724,EV_Priority,纯电优先模式,1,PrplsnSysAtv == 1,PrplsnSysAtv == 1,,,,,,,cnt_accum(HybElecVehPrplModeIconIndReq == 1),cnt_accum(HybElecVehPrplModeIconIndReq == 1),,,0,,,,"160281,163766",
2698,724,FEV,强制纯电模式,1,PrplsnSysAtv == 1,PrplsnSysAtv == 1,,,,,,,cnt_accum(HybElecVehPrplModeIconIndReq == 6),cnt_accum(HybElecVehPrplModeIconIndReq == 6),,,0,,,,"160281,163766",
2699,724,HEV,智能电混模式,1,PrplsnSysAtv == 1,PrplsnSysAtv == 1,,,,,,,cnt_accum(HybElecVehPrplModeIconIndReq == 2),cnt_accum(HybElecVehPrplModeIconIndReq == 2),,,0,,,,"160281,163766",
2700,724,IPR,智能保电模式,1,PrplsnSysAtv == 1,PrplsnSysAtv == 1,,,,,,,cnt_accum(HybElecVehPrplModeIconIndReq == 4),cnt_accum(HybElecVehPrplModeIconIndReq == 4),,,0,,,,"160281,163766",
2701,724,FPR,强制保电模式,1,PrplsnSysAtv == 1,PrplsnSysAtv == 1,,,,,,,cnt_accum(HybElecVehPrplModeIconIndReq == 5),cnt_accum(HybElecVehPrplModeIconIndReq == 5),,,0,,,,"160281,163766",
3862,719,四驱开启时长统计,四驱开启时长统计,1,"VMCActSts != 0
","VMCActSts != 0
",,,,,,,"time_accum()
","time_accum()
",,,0,,,,170162,
3863,719,纵向控制激活次数及时长统计,纵向控制激活次数及时长统计,1,"VMCActSts==1
","VMCActSts==1
",,,,,,,"range_max_min(MtrCTorqAchvd,PrplSysMtrCSpdAuth,MtrBTorqAchvd,PrplSysMtrBSpdAuth_Public,EngActStdyStTorq,AccEffPos,HVBSOC_BatSOC,IMULonAccPri,IMULatAccPrim,IMUYawRtPri,VehSpdAvgNDrvn,VehSpdAvgNDrvn,PrplSysRefVehSpd,PSATIP_CmndATImmedAuth)
","range_max_min(MtrCTorqAchvd,PrplSysMtrCSpdAuth,MtrBTorqAchvd,PrplSysMtrBSpdAuth_Public,EngActStdyStTorq,AccEffPos,HVBSOC_BatSOC,IMULonAccPri,IMULatAccPrim,IMUYawRtPri,VehSpdAvgNDrvn,VehSpdAvgNDrvn,PrplSysRefVehSpd,PSATIP_CmndATImmedAuth)
",,,0,,,,"159573,159577,159607,159857,160303,160360,163785,163816,163817,166414,166630,168368,170160,170162",
3864,719,横向控制激活次数及时长统计,横向控制激活次数及时长统计,1,VMCActSts==2,VMCActSts==2,,,,,,,"range_max_min(MtrCTorqAchvd,PrplSysMtrCSpdAuth,MtrBTorqAchvd,PrplSysMtrBSpdAuth_Public,EngActStdyStTorq,AccEffPos,HVBSOC_BatSOC,IMULonAccPri,IMULatAccPrim,IMUYawRtPri,VehSpdAvgNDrvn,VehSpdAvgNDrvn,PrplSysRefVehSpd,PSATIP_CmndATImmedAuth)
","range_max_min(MtrCTorqAchvd,PrplSysMtrCSpdAuth,MtrBTorqAchvd,PrplSysMtrBSpdAuth_Public,EngActStdyStTorq,AccEffPos,HVBSOC_BatSOC,IMULonAccPri,IMULatAccPrim,IMUYawRtPri,VehSpdAvgNDrvn,VehSpdAvgNDrvn,PrplSysRefVehSpd,PSATIP_CmndATImmedAuth)
",,,0,,,,"159573,159577,159607,159857,160303,160360,163785,163816,163817,166414,166630,168368,170160,170162",
3865,719,前轮驱动防滑激活次数及时长统计,前轮驱动防滑激活次数及时长统计,1,"VMCActSts==3
","VMCActSts==3
",,,,,,,"range_max_min(MtrCTorqAchvd,PrplSysMtrCSpdAuth,MtrBTorqAchvd,PrplSysMtrBSpdAuth_Public,EngActStdyStTorq,AccEffPos,HVBSOC_BatSOC,IMULonAccPri,IMULatAccPrim,IMUYawRtPri,VehSpdAvgNDrvn,VehSpdAvgNDrvn,PrplSysRefVehSpd,PSATIP_CmndATImmedAuth)
","range_max_min(MtrCTorqAchvd,PrplSysMtrCSpdAuth,MtrBTorqAchvd,PrplSysMtrBSpdAuth_Public,EngActStdyStTorq,AccEffPos,HVBSOC_BatSOC,IMULonAccPri,IMULatAccPrim,IMUYawRtPri,VehSpdAvgNDrvn,VehSpdAvgNDrvn,PrplSysRefVehSpd,PSATIP_CmndATImmedAuth)
",,,0,,,,"159573,159577,159607,159857,160303,160360,163785,163816,163817,166414,166630,168368,170160,170162",
3866,719,后轮驱动防滑激活次数及时长统计,后轮驱动防滑激活次数及时长统计,1,"VMCActSts==4
","VMCActSts==4
",,,,,,,"range_max_min(MtrCTorqAchvd,PrplSysMtrCSpdAuth,MtrBTorqAchvd,PrplSysMtrBSpdAuth_Public,EngActStdyStTorq,AccEffPos,HVBSOC_BatSOC,IMULonAccPri,IMULatAccPrim,IMUYawRtPri,VehSpdAvgNDrvn,VehSpdAvgNDrvn,PrplSysRefVehSpd,PSATIP_CmndATImmedAuth)
","range_max_min(MtrCTorqAchvd,PrplSysMtrCSpdAuth,MtrBTorqAchvd,PrplSysMtrBSpdAuth_Public,EngActStdyStTorq,AccEffPos,HVBSOC_BatSOC,IMULonAccPri,IMULatAccPrim,IMUYawRtPri,VehSpdAvgNDrvn,VehSpdAvgNDrvn,PrplSysRefVehSpd,PSATIP_CmndATImmedAuth)
",,,0,,,,"159573,159577,159607,159857,160303,160360,163785,163816,163817,166414,166630,168368,170160,170162",
3867,719,前后轮驱动防滑同时激活次数及时长统计,前后轮驱动防滑同时激活次数及时长统计,1,"VMCActSts==5
","VMCActSts==5
",,,,,,,"range_max_min(MtrCTorqAchvd,PrplSysMtrCSpdAuth,MtrBTorqAchvd,PrplSysMtrBSpdAuth_Public,EngActStdyStTorq,AccEffPos,HVBSOC_BatSOC,IMULonAccPri,IMULatAccPrim,IMUYawRtPri,VehSpdAvgNDrvn,VehSpdAvgNDrvn,PrplSysRefVehSpd,PSATIP_CmndATImmedAuth)
","range_max_min(MtrCTorqAchvd,PrplSysMtrCSpdAuth,MtrBTorqAchvd,PrplSysMtrBSpdAuth_Public,EngActStdyStTorq,AccEffPos,HVBSOC_BatSOC,IMULonAccPri,IMULatAccPrim,IMUYawRtPri,VehSpdAvgNDrvn,VehSpdAvgNDrvn,PrplSysRefVehSpd,PSATIP_CmndATImmedAuth)
",,,0,,,,"159573,159577,159607,159857,160303,160360,163785,163816,163817,166414,166630,168368,170160,170162",
2385,673,1=Key_Start_Normal,1=Key_Start_Normal,1,,,,,,,,,cnt_accum(HybEngStrtTyp == 1),cnt_accum(HybEngStrtTyp == 1),,,0,,,,167741,
2386,673,2=Key_Start_Low_Power,2=Key_Start_Low_Power,1,,,,,,,,,cnt_accum(HybEngStrtTyp == 2),cnt_accum(HybEngStrtTyp == 2),,,0,,,,167741,
2387,673,5=Auto_Start_Smooth,5=Auto_Start_Smooth,1,,,,,,,,,cnt_accum(HybEngStrtTyp == 5),cnt_accum(HybEngStrtTyp == 5),,,0,,,,167741,
2388,673,6=Auto_Start_Normal,6=Auto_Start_Normal,1,,,,,,,,,cnt_accum(HybEngStrtTyp == 6),cnt_accum(HybEngStrtTyp == 6),,,0,,,,167741,
2389,673,7=Auto_Start_Aggressive,7=Auto_Start_Aggressive,1,,,,,,,,,cnt_accum(HybEngStrtTyp == 7),cnt_accum(HybEngStrtTyp == 7),,,0,,,,167741,
2621,704,充电效率,充电效率,1,"PrplsnSysAtv == 1 &&TransEstGear_ECP_H1 == 12 &&AutoTransComndGear_ECP_H1 ==12 &&EngSpd > 590
","PrplsnSysAtv == 1 &&TransEstGear_ECP_H1 == 12 &&AutoTransComndGear_ECP_H1 ==12 &&EngSpd > 590
",,,,,,,"range_max_min((HVBSOC_BatSOC - HVBSOC_BatSOCTgt),HVBSOC_BatSOC,HiVltgBatPrcdCurr,VehSpdAvgDrvn_1,HiVltgBatAvgTemp)
","range_max_min((HVBSOC_BatSOC - HVBSOC_BatSOCTgt),HVBSOC_BatSOC,HiVltgBatPrcdCurr,VehSpdAvgDrvn_1,HiVltgBatAvgTemp)
",,,0,,,,"166904,166910,167798,167800,168096,168254,168312,168313,168351",
2622,704,EREV下发动机工作区间分布_1,EREV下发动机工作区间分布,1,"PrplsnSysAtv == 1 &&TransEstGear_ECP_H1 == 12 &&AutoTransComndGear_ECP_H1 ==12 &&590<EngSpd && EngSpd< 1000
","PrplsnSysAtv == 1 &&TransEstGear_ECP_H1 == 12 &&AutoTransComndGear_ECP_H1 ==12 &&590<EngSpd && EngSpd< 1000
",,,,,,,"time_accum()
","time_accum()
",,,0,,,,"168096,168254,168312,168313",
2623,704,EREV下发动机工作区间分布_2,EREV下发动机工作区间分布,1,"PrplsnSysAtv == 1 &&TransEstGear_ECP_H1 == 12 &&AutoTransComndGear_ECP_H1 == 12 &&1000<EngSpd && EngSpd <2000
","PrplsnSysAtv == 1 &&TransEstGear_ECP_H1 == 12 &&AutoTransComndGear_ECP_H1 == 12 &&1000<EngSpd && EngSpd <2000
",,,,,,,"time_accum()
","time_accum()
",,,0,,,,"168096,168254,168312,168313",
2624,704,EREV下发动机工作区间分布_3,EREV下发动机工作区间分布,1,"PrplsnSysAtv == 1 &&TransEstGear_ECP_H1 == 12 &&AutoTransComndGear_ECP_H1 == 12 &&2000<EngSpd && EngSpd <3000
","PrplsnSysAtv == 1 &&TransEstGear_ECP_H1 == 12 &&AutoTransComndGear_ECP_H1 == 12 &&2000<EngSpd && EngSpd <3000
",,,,,,,"time_accum()
","time_accum()
",,,0,,,,"168096,168254,168312,168313",
2625,704,EREV下发动机工作区间分布_4,EREV下发动机工作区间分布,1,"PrplsnSysAtv == 1 &&TransEstGear_ECP_H1 == 12 &&AutoTransComndGear_ECP_H1 == 12 &&EngSpd >3000
","PrplsnSysAtv == 1 &&TransEstGear_ECP_H1 == 12 &&AutoTransComndGear_ECP_H1 == 12 &&EngSpd >3000
",,,,,,,"time_accum()
","time_accum()
",,,0,,,,"168096,168254,168312,168313",
3874,719,不该启动四驱时启动_驶出弯道路面应不触发VDCR,驶出弯道路面应不触发VDCR,1,"Debounce(diff(StrWhAng)>0&&StrWhAng<0, 0.2) || Debounce(diff(StrWhAng)<0&&StrWhAng>0, 0.2)
","Debounce(9,diff(14,StrWhAng)>0&&StrWhAng<0, 0.2) || Debounce(61,diff(64,StrWhAng)<0&&StrWhAng>0, 0.2)
",,,,,,,"enum(VMCActSts,'2')
","enum(VMCActSts,'2')
",,,1,,60.000,60.000,"160330,170162","159573,159577,159607,159857,159970,160303,163785,163789,163817,168368,178462,178635,178638,178654"
3868,719,前轮制动防滑激活次数及时长统计,前轮制动防滑激活次数及时长统计,1,"VMCActSts==6
","VMCActSts==6
",,,,,,,"range_max_min(MtrCTorqAchvd,PrplSysMtrCSpdAuth,MtrBTorqAchvd,PrplSysMtrBSpdAuth_Public,EngActStdyStTorq,AccEffPos,HVBSOC_BatSOC,IMULonAccPri,IMULatAccPrim,IMUYawRtPri,VehSpdAvgNDrvn,VehSpdAvgNDrvn,PrplSysRefVehSpd,PSATIP_CmndATImmedAuth)
","range_max_min(MtrCTorqAchvd,PrplSysMtrCSpdAuth,MtrBTorqAchvd,PrplSysMtrBSpdAuth_Public,EngActStdyStTorq,AccEffPos,HVBSOC_BatSOC,IMULonAccPri,IMULatAccPrim,IMUYawRtPri,VehSpdAvgNDrvn,VehSpdAvgNDrvn,PrplSysRefVehSpd,PSATIP_CmndATImmedAuth)
",,,0,,,,"159573,159577,159607,159857,160303,160360,163785,163816,163817,166414,166630,168368,170160,170162",
3869,719,后轮制动防滑激活次数及时长统计,后轮制动防滑激活次数及时长统计,1,"VMCActSts==7
","VMCActSts==7
",,,,,,,"range_max_min(MtrCTorqAchvd,PrplSysMtrCSpdAuth,MtrBTorqAchvd,PrplSysMtrBSpdAuth_Public,EngActStdyStTorq,AccEffPos,HVBSOC_BatSOC,IMULonAccPri,IMULatAccPrim,IMUYawRtPri,VehSpdAvgNDrvn,VehSpdAvgNDrvn,PrplSysRefVehSpd,PSATIP_CmndATImmedAuth)
","range_max_min(MtrCTorqAchvd,PrplSysMtrCSpdAuth,MtrBTorqAchvd,PrplSysMtrBSpdAuth_Public,EngActStdyStTorq,AccEffPos,HVBSOC_BatSOC,IMULonAccPri,IMULatAccPrim,IMUYawRtPri,VehSpdAvgNDrvn,VehSpdAvgNDrvn,PrplSysRefVehSpd,PSATIP_CmndATImmedAuth)
",,,0,,,,"159573,159577,159607,159857,160303,160360,163785,163816,163817,166414,166630,168368,170160,170162",
3870,719,前后轮制动防滑同时激活次数及时长统计,前后轮制动防滑同时激活次数及时长统计,1,"VMCActSts==8
","VMCActSts==8
",,,,,,,"range_max_min(MtrCTorqAchvd,PrplSysMtrCSpdAuth,MtrBTorqAchvd,PrplSysMtrBSpdAuth_Public,EngActStdyStTorq,AccEffPos,HVBSOC_BatSOC,IMULonAccPri,IMULatAccPrim,IMUYawRtPri,VehSpdAvgNDrvn,VehSpdAvgNDrvn,PrplSysRefVehSpd,PSATIP_CmndATImmedAuth)
","range_max_min(MtrCTorqAchvd,PrplSysMtrCSpdAuth,MtrBTorqAchvd,PrplSysMtrBSpdAuth_Public,EngActStdyStTorq,AccEffPos,HVBSOC_BatSOC,IMULonAccPri,IMULatAccPrim,IMUYawRtPri,VehSpdAvgNDrvn,VehSpdAvgNDrvn,PrplSysRefVehSpd,PSATIP_CmndATImmedAuth)
",,,0,,,,"159573,159577,159607,159857,160303,160360,163785,163816,163817,166414,166630,168368,170160,170162",
3871,719,四驱未正常启动_低附未激活ASRR_1,低附未激活ASRR,1,"abs(VehSpdAvgNDrvn-PrplSysRefVehSpd)>70
","abs(VehSpdAvgNDrvn-PrplSysRefVehSpd)>70
",,,,,,,"enum(VMCActSts, '0|1|2|6|7|8')
","enum(VMCActSts, '0|1|2|6|7|8')
",,,1,,60.000,60.000,"160360,170160,170162","159573,159577,159607,159857,159970,160303,163785,163789,163817,168368,178462,178635,178638,178654"
3872,719,四驱未正常启动_低附未激活ASRR_2,低附未激活ASRR,1,"abs(VehSpdAvgDrvn_1-PrplSysRefVehSpd)>70
","abs(VehSpdAvgDrvn_1-PrplSysRefVehSpd)>70
",,,,,,,"enum(VMCActSts, '0|1|2|6|7|8')
","enum(VMCActSts, '0|1|2|6|7|8')
",,,1,,60.000,60.000,"160366,170160,170162","159573,159577,159607,159857,159970,160303,163785,163789,163817,168368,178462,178635,178638,178654"
3873,719,不该启动四驱时启动_高附路面触发ASRR,高附路面触发ASRR,1,"(diff(PrplSysRefVehSpd))/0.5>11
","(diff(6,PrplSysRefVehSpd))/0.5>11
",,,,,,,"enum(VMCActSts, '3|4|5')
","enum(VMCActSts, '3|4|5')
",,,1,,60.000,60.000,"170160,170162","159573,159577,159607,159857,159970,160303,163785,163789,163817,168368,178462,178635,178638,178654"
2369,707,充电时间累计10-30_latch,充电时间累计10-30_latch,1,"Latch_On_With_Reset(abs(HVBSOC_BatSOC-10)<2&&HiVltgBatChrgCordCnctdIndOn == 1,HiVltgBatChrgCordCnctdIndOn == 0)&&HVBSOC_BatSOC>=10&&(HVBSOC_BatSOC<=30)&&Debounce(HiVltgBatPrcdCurr>2,10)&&HiVltgBatChrgCordCnctdIndOn == 1","Latch_On_With_Reset(20,abs(HVBSOC_BatSOC-10)<2&&HiVltgBatChrgCordCnctdIndOn == 1,HiVltgBatChrgCordCnctdIndOn == 0)&&HVBSOC_BatSOC>=10&&(HVBSOC_BatSOC<=30)&&Debounce(165,HiVltgBatPrcdCurr>2,10)&&HiVltgBatChrgCordCnctdIndOn == 1",,,,,,,time_accum(),time_accum(),,,0,,,,"167798,167007,166904",
2370,707,充电时间信号统计10-30_latch,充电时间信号统计10-30_latch,1,"Latch_On_With_Reset(abs(HVBSOC_BatSOC-10)<2&&HiVltgBatChrgCordCnctdIndOn == 1,HiVltgBatChrgCordCnctdIndOn == 0)&&HVBSOC_BatSOC>=10&&(HVBSOC_BatSOC<=30)&&Debounce(HiVltgBatPrcdCurr>2,10)&&HiVltgBatChrgCordCnctdIndOn == 1","Latch_On_With_Reset(20,abs(HVBSOC_BatSOC-10)<2&&HiVltgBatChrgCordCnctdIndOn == 1,HiVltgBatChrgCordCnctdIndOn == 0)&&HVBSOC_BatSOC>=10&&(HVBSOC_BatSOC<=30)&&Debounce(165,HiVltgBatPrcdCurr>2,10)&&HiVltgBatChrgCordCnctdIndOn == 1",,,,,,,"range_max_min(HiVltgBatPrcdCurr,HVBSOC_BatSOC,HiVltgBatAvgTemp,OtsAirTmpCrVal,HiVltgBatMinCellVltg,HiVltgBatMaxCellVltg,abs(HiVltgBatMaxCellVltg-HiVltgBatMinCellVltg))","range_max_min(HiVltgBatPrcdCurr,HVBSOC_BatSOC,HiVltgBatAvgTemp,OtsAirTmpCrVal,HiVltgBatMinCellVltg,HiVltgBatMaxCellVltg,abs(HiVltgBatMaxCellVltg-HiVltgBatMinCellVltg))",,,0,,,,"163962,163960,167798,167007,166904,166904,167798,166910,168077",167012
2371,707,充电时间累计30-80_latch,充电时间累计30-80_latch,1,"Latch_On_With_Reset(abs(HVBSOC_BatSOC-30)<2&&HiVltgBatChrgCordCnctdIndOn == 1,HiVltgBatChrgCordCnctdIndOn == 0)&&HVBSOC_BatSOC>=30&&(HVBSOC_BatSOC<=80)&&Debounce(HiVltgBatPrcdCurr>2,10)&&HiVltgBatChrgCordCnctdIndOn == 1","Latch_On_With_Reset(20,abs(HVBSOC_BatSOC-30)<2&&HiVltgBatChrgCordCnctdIndOn == 1,HiVltgBatChrgCordCnctdIndOn == 0)&&HVBSOC_BatSOC>=30&&(HVBSOC_BatSOC<=80)&&Debounce(165,HiVltgBatPrcdCurr>2,10)&&HiVltgBatChrgCordCnctdIndOn == 1",,,,,,,time_accum(),time_accum(),,,0,,,,"167798,167007,166904",
2372,707,充电时间信号统计30-80_latch,充电时间信号统计30-80_latch,1,"Latch_On_With_Reset(abs(HVBSOC_BatSOC-30)<2&&HiVltgBatChrgCordCnctdIndOn == 1,HiVltgBatChrgCordCnctdIndOn == 0)&&HVBSOC_BatSOC>=30&&(HVBSOC_BatSOC<=80)&&Debounce(HiVltgBatPrcdCurr>2,10)&&HiVltgBatChrgCordCnctdIndOn == 1","Latch_On_With_Reset(20,abs(HVBSOC_BatSOC-30)<2&&HiVltgBatChrgCordCnctdIndOn == 1,HiVltgBatChrgCordCnctdIndOn == 0)&&HVBSOC_BatSOC>=30&&(HVBSOC_BatSOC<=80)&&Debounce(165,HiVltgBatPrcdCurr>2,10)&&HiVltgBatChrgCordCnctdIndOn == 1",,,,,,,"range_max_min(HiVltgBatPrcdCurr,HVBSOC_BatSOC,HiVltgBatAvgTemp,OtsAirTmpCrVal,HiVltgBatMinCellVltg,HiVltgBatMaxCellVltg,abs(HiVltgBatMaxCellVltg-HiVltgBatMinCellVltg))","range_max_min(HiVltgBatPrcdCurr,HVBSOC_BatSOC,HiVltgBatAvgTemp,OtsAirTmpCrVal,HiVltgBatMinCellVltg,HiVltgBatMaxCellVltg,abs(HiVltgBatMaxCellVltg-HiVltgBatMinCellVltg))",,,0,,,,"163962,163960,167798,167007,166904,166904,167798,166910,168077",167012
2373,707,充电时间累计80-100_latch,充电时间累计80-100_latch,1,"Latch_On_With_Reset(abs(HVBSOC_BatSOC-80)<2&&HiVltgBatChrgCordCnctdIndOn == 1,HiVltgBatChrgCordCnctdIndOn == 0)&&HVBSOC_BatSOC>=80&&(HVBSOC_BatSOC<=100)&&Debounce(HiVltgBatPrcdCurr>2,10)&&HiVltgBatChrgCordCnctdIndOn == 1","Latch_On_With_Reset(20,abs(HVBSOC_BatSOC-80)<2&&HiVltgBatChrgCordCnctdIndOn == 1,HiVltgBatChrgCordCnctdIndOn == 0)&&HVBSOC_BatSOC>=80&&(HVBSOC_BatSOC<=100)&&Debounce(166,HiVltgBatPrcdCurr>2,10)&&HiVltgBatChrgCordCnctdIndOn == 1",,,,,,,time_accum(),time_accum(),,,0,,,,"167798,167007,166904",
2374,707,充电时间信号统计80-100_latch,充电时间信号统计80-100_latch,1,"Latch_On_With_Reset(abs(HVBSOC_BatSOC-80)<2&&HiVltgBatChrgCordCnctdIndOn == 1,HiVltgBatChrgCordCnctdIndOn == 0)&&HVBSOC_BatSOC>=80&&(HVBSOC_BatSOC<=100)&&Debounce(HiVltgBatPrcdCurr>2,10)&&HiVltgBatChrgCordCnctdIndOn == 1","Latch_On_With_Reset(20,abs(HVBSOC_BatSOC-80)<2&&HiVltgBatChrgCordCnctdIndOn == 1,HiVltgBatChrgCordCnctdIndOn == 0)&&HVBSOC_BatSOC>=80&&(HVBSOC_BatSOC<=100)&&Debounce(166,HiVltgBatPrcdCurr>2,10)&&HiVltgBatChrgCordCnctdIndOn == 1",,,,,,,"range_max_min(HiVltgBatPrcdCurr,HVBSOC_BatSOC,HiVltgBatAvgTemp,OtsAirTmpCrVal,HiVltgBatMinCellVltg,HiVltgBatMaxCellVltg,abs(HiVltgBatMaxCellVltg-HiVltgBatMinCellVltg))","range_max_min(HiVltgBatPrcdCurr,HVBSOC_BatSOC,HiVltgBatAvgTemp,OtsAirTmpCrVal,HiVltgBatMinCellVltg,HiVltgBatMaxCellVltg,abs(HiVltgBatMaxCellVltg-HiVltgBatMinCellVltg))",,,0,,,,"163962,163960,167798,167007,166904,166904,167798,166910,168077",167012
2375,707,低温场景充电，功率分配,低温场景充电，功率分配,1,(OtsAirTmpCrVal <0 )&& (HiVltgChrgrSysSts == 2 || HiVltgChrgrSysSts == 3),(OtsAirTmpCrVal <0 )&& (HiVltgChrgrSysSts == 2 || HiVltgChrgrSysSts == 3),,,,,,,"range_max_min(HiVltgBatMinCellVltg,HVBSOC_BatSOC,HiVltgBatPrcdCurr,HiVltgBatAvgTemp,VeTPWR_P_HVThrmPwrLmt,HVBPL_LngTrmChrgPwrLim)","range_max_min(HiVltgBatMinCellVltg,HVBSOC_BatSOC,HiVltgBatPrcdCurr,HiVltgBatAvgTemp,VeTPWR_P_HVThrmPwrLmt,HVBPL_LngTrmChrgPwrLim)",,,0,,,,"163962,178311,168077,167012,167798,166904,166910,162203",
2437,681,$3=other,ECM其他诊断请求，但是HTCP回复拒绝,1,(PrplsnSysAtv == 1)&&(CoEng_stPrioWpDmd != 0|1|2),(PrplsnSysAtv == 1)&&(CoEng_stPrioWpDmd != 0|1|2),,,,,,,"Debounce((CoPOM_stOperModAcpt == 0|1),1)","Debounce(9,(CoPOM_stOperModAcpt == 0|1),1)",,,1,,60.000,60.000,"160281,164051,165034",
3875,719,不该启动四驱时启动_高附路面直线加速行驶触发VDCR,高附路面直线加速行驶触发VDCR,1,"(diff(PrplSysRefVehSpd))/0.5>11&&abs(StrWhAng)<5
","(diff(6,PrplSysRefVehSpd))/0.5>11&&abs(StrWhAng)<5
",,,,,,,"enum(VMCActSts,'2')
","enum(VMCActSts,'2')
",,,1,,60.000,60.000,"160330,170160,170162","159573,159577,159607,159857,159970,160303,163785,163789,163817,168368,178462,178635,178638,178654"
3876,719,四驱模式效果不佳_ASR 激活未较好抑制打滑,ASR 激活未较好抑制打滑,1,"Debounce(enum(VMCActSts,'3|4|5'), 2)
","Debounce(9,enum(VMCActSts,'3|4|5'), 2)
",,,,,,,"EdgeRising(abs(VehSpdAvgNDrvn-PrplSysRefVehSpd)>15 || abs(VehSpdAvgDrvn_1-PrplSysRefVehSpd)>15)
","EdgeRising(11,abs(VehSpdAvgNDrvn-PrplSysRefVehSpd)>15 || abs(VehSpdAvgDrvn_1-PrplSysRefVehSpd)>15)
",,,1,,60.000,60.000,"160360,160366,170160,170162","159573,159577,159607,159857,159970,160303,163785,163789,163817,168368,178462,178635,178638,178654"
3320,717,N2MH换挡总次数,N2MH换挡总次数,1,PrplsnSysAtv == 1 ,PrplsnSysAtv == 1 ,,,,,,,cnt_accum(EdgeRising(AutoTransComndGear_ECP_H1!=12&&AutoTransComndGear_ECP_H1==2)),"cnt_accum(EdgeRising(21,AutoTransComndGear_ECP_H1!=12&&AutoTransComndGear_ECP_H1==2))",,,0,,,,"168254,168313",
3321,717,N2MH换挡时长分布,N2MH换挡时长分布,1,PrplsnSysAtv == 1&&TransEstGear_ECP_H1 == 12 &&AutoTransComndGear_ECP_H1 == 2,PrplsnSysAtv == 1&&TransEstGear_ECP_H1 == 12 &&AutoTransComndGear_ECP_H1 == 2,,,,,,,time_accum(),time_accum(),,,0,,,,"168254,168312,168313","162239,162240,162243,162246,166901,166904,166987,167073,167798,168100,168351,168368,168414"
3322,717,N2MH纵向加速度水平,N2MH纵向加速度水平,1,PrplsnSysAtv == 1 &&TransEstGear_ECP_H1 == 12 &&AutoTransComndGear_ECP_H1 == 2,PrplsnSysAtv == 1 &&TransEstGear_ECP_H1 == 12 &&AutoTransComndGear_ECP_H1 == 2,,,,,,,"range_max_min(IMULonAccPri,AccActPos,VehSpdAvgDrvn_1,PrplSysMtrASpdAuth,EngSpd_1,EngActStdyStTorq,MtrATorqAchvd,MtrBTorqAchvd,MtrCTorqAchvd)","range_max_min(IMULonAccPri,AccActPos,VehSpdAvgDrvn_1,PrplSysMtrASpdAuth,EngSpd_1,EngActStdyStTorq,MtrATorqAchvd,MtrBTorqAchvd,MtrCTorqAchvd)",,,0,,,,"160281,160339,160340,159607,160134,160366,166625,167073,168368,163789,163785,163817","160134,162178,159857,162181,160366,166625,167073,163792,163786,168368,163789,163785,163817"
